1	90 168 258 258 5365962
2	90 160 250 1410 3557184
3	0 90 160 5560 1791908
4	0 0 1316 63112 1775676
5	0 0 5562 141504 1524482
6	0 70 115768 223293 1261856
7	0 6430 214888 668638 1570552
8	1142 105864 634546 1023870 1395374
9	0 96402 577288 1207160 1501332
10	0 118038 812310 1172736 1610626
11	0 92448 977455 1271200 3967638
12	0 214622 1149471 1277926 4845818
13	0 193048 1036493 1383881 11491354
14	42 196340 975933 1332452 6382729
15	834 224786 955114 1297524 6862406
16	518 220554 1014840 1269848 6174051
17	444 189864 1128083 1226376 6778923
18	592 219712 1077379 1267461 6580617
19	444 223066 1073840 1287362 6216678
20	518 242474 1069690 1200000 7105089
21	592 213368 1057813 1231300 6173663
22	444 219820 1044542 1264478 6335616
23	444 225116 1077968 1232746 5970001
24	518 225702 1042734 1170813 6355522
25	518 243266 1045373 1250906 6285107
26	444 195878 1082597 1194920 6601408
27	444 199376 1087246 1296854 6401414
28	444 220760 1061509 1166302 5698374
29	518 237730 1058097 1205480 6786886
30	444 211784 1034286 1153423 6226162
31	518 208212 1036460 1251112 6707835
32	518 244718 1064430 1241014 5755009
33	444 212708 1043817 1293540 6224998
34	518 230000 1024695 1198498 6562698
35	518 204920 1034312 1219278 6412533
36	444 220306 1081874 1172673 5826697
37	444 268346 996752 1238658 6305734
38	518 222270 1013844 1156248 6384795
39	592 203674 1035536 1248236 5979582
40	518 227030 1023154 1275211 6620989
41	444 214688 1055999 1161474 5830688
42	592 228812 1084054 1183960 6303712
43	444 219110 1061545 1160768 5826070
44	592 192446 1030736 1173730 6419378
45	592 243638 1032886 1254644 6349040
46	370 212172 965596 1132027 6401319
47	518 203600 1090582 1217324 6673398
48	444 211652 930796 1207394 5877592
49	518 220826 1101700 1285650 6467940
50	518 270136 962382 1184075 6458905
51	518 235676 997644 1146036 5853320
52	560 245544 1027329 1233476 5972558
53	518 264980 1043817 1220879 5766736
54	518 170732 1097726 1266793 6955005
55	518 204912 1075634 1257345 6233072
56	518 193898 1023922 1351080 6004629
57	444 222336 959717 1086856 6798095
58	592 226098 983275 1227836 5619323
59	444 263594 1027663 1271816 6349306
60	518 269468 1086702 1260884 5699271
61	444 212742 1028820 1200908 6548314
62	518 212048 955660 1173460 6360051
63	444 219044 980401 1181964 7040113
64	518 204846 1032801 1211508 6019735
65	444 215414 1019678 1190152 5444268
66	518 215150 987896 1153615 5870776
67	518 207420 1022838 1184628 6405386
68	518 207684 1011351 1249958 5749751
69	518 239240 970129 1253685 6154220
70	518 213616 943580 1160754 5816378
71	518 188354 1032880 1138578 6673499
72	444 220290 1004890 1202756 5915171
73	518 246476 1032766 1162996 6300009
74	518 245378 960055 1126508 6151445
75	444 221998 992273 1156172 5304483
76	518 207032 1039938 1155820 6061820
77	518 199170 944244 1158662 6650626
78	592 201488 1030984 1196402 6055931
79	444 221544 1020963 1136638 6068228
80	560 207742 1124840 1245758 6734288
81	444 209268 972680 1224307 6062732
82	518 205646 948944 1166472 6077558
83	518 221486 958468 1155948 6652875
84	518 217336 1012986 1130019 6739960
85	592 217402 1024958 1176272 5994220
86	370 231188 1003479 1256685 6095145
87	518 256400 1040069 1169316 6464341
88	518 240560 955177 1228308 6199648
89	518 237874 1016644 1126846 6248524
90	444 233094 1041283 1152126 6784073
91	518 227360 1103295 1185874 5777884
92	518 218046 1031217 1183134 6537076
93	518 244058 997048 1167003 5910493
94	370 241608 927576 1132406 5990263
95	592 239446 964743 1122116 5807890
96	444 249264 1050530 1240996 6398082
97	518 266160 1023765 1126237 5986516
98	518 244916 1036378 1155948 6283070
99	518 237788 1058028 1188767 6508298
100	444 225908 994069 1233256 6040351
101	444 221354 1005020 1206792 6761810
102	444 235182 948947 1104026 6595429
103	444 244124 1022280 1223838 5378027
104	518 262142 1036438 1213436 6554130
105	444 247622 1027086 1186708 5028529
106	518 216074 1016619 1232130 6330555
107	444 217732 1005042 1142506 6292516
108	444 239826 1058624 1214950 6380325
109	560 261028 1043775 1179156 5889653
110	444 227822 995956 1212672 5824703
111	518 217988 932636 1218945 6677620
112	444 216866 1091624 1179258 5863834
113	518 240898 991058 1220323 6443144
114	444 242334 921700 1174450 6418863
115	518 215372 1028295 1224351 5690854
116	444 62330 1003508 1116254 6943028
117	518 101204 954618 1183704 6563666
118	518 13412 988349 1162904 5961289
119	518 55152 983761 1157464 6441592
120	444 72358 1085603 1112536 6532332
121	518 210068 1037240 1120550 5712076
122	444 224126 1080063 1143188 5946914
123	518 246038 979604 1197720 5843299
124	444 239636 955098 1157906 6386768
125	518 248678 1036977 1139798 6465353
126	370 234620 1063806 1197232 5734862
127	518 219300 989551 1096095 6253655
128	518 220488 1028332 1203984 5567120
129	444 211446 951940 1146030 6363449
130	518 208880 949888 1184768 6385164
131	444 259898 1084356 1208330 5664013
132	518 241938 963248 1074594 6332869
133	518 250922 1091339 1206197 6174585
134	444 257316 976076 1152844 6860438
135	592 215654 1039650 1179765 5836424
136	444 216462 1013000 1197988 6602981
137	560 202800 1023013 1131852 5301025
138	444 208682 1073627 1171658 5765904
139	592 205382 1062799 1115994 6743982
140	444 235288 1014298 1135272 6267721
141	444 222072 1084954 1139732 6204169
142	444 197924 1027876 1248706 6276609
143	518 251384 989549 1131113 6542648
144	444 247424 961638 1105240 6906638
145	518 233704 1031388 1197200 5679349
146	444 221156 1050184 1194184 6903845
147	592 242846 1097610 1143504 6061789
148	518 230660 1005439 1143151 6255010
149	518 230330 1030978 1176326 6861790
150	444 237062 1030030 1190006 5654164
151	370 238852 949601 1201854 6267304
152	444 265772 983829 1104560 6620313
153	518 233498 1089359 1161752 5923272
154	518 227558 1026278 1180162 5898088
155	444 191712 1084414 1192719 6489011
156	518 219506 1040772 1251211 5426952
157	518 207156 1041867 1237050 6559444
158	518 219440 979896 1186208 6287787
159	444 247994 978770 1206478 5953218
160	518 235808 1017032 1153640 6388688
161	518 197074 1028750 1219120 6246712
162	518 214292 1088182 1131101 6507975
163	518 211982 951278 1277934 5486248
164	518 202932 1095920 1157790 6332179
165	444 211916 965712 1156852 6507352
166	560 234150 996660 1184016 6651531
167	444 229794 1000757 1154064 6363010
168	444 223986 1000661 1190602 6803262
